text,author,score,datetime
Is it still costing the same to charge it to 100% and only getting say 60 ish % out of the battery? If it is then that's 40% of your money being waisted in electricity charges,@alanchatfield4271,0,2024-04-15T08:59:39Z
Meanwhile my 2007 Corolla with 85K miles just keeps on running with no changes in performance.,@althunder4269,21,2024-04-15T08:47:13Z
"I'd switch off the foglights really...😂. Also I wonder why carmanufacturers build in an ""eco""- mode in these electric barrels when all buyers of those ""things"" really only want too get out the farest reachable distance anyway...",@louis-pierretalbot9151,0,2024-04-15T08:45:17Z
"One thing I haven't seen asked or answered is the cost to charge of an older car. 

Does it still cost the same to charge the car to its maximum 75% capacity as it did to charge the car to 100% when it was new? So in essence, does your ""mpg"" go down as the battery gets worse?",@MitGibs,0,2024-04-15T08:43:32Z
"This is more my issue wih EV, that the overall life is cut short.  If that were a ICE, itd do exactly the amount of miles it did from new and could do for years to come. But now, whole car is junk, so bug picture might have saved a little CO2, but now needs a whole new car and thats just not very green",@alexmiller315,0,2024-04-15T08:35:14Z
3 MINS  in and i think my phone battery is way better,@hg_dynasty254,0,2024-04-15T08:33:18Z
Bro for a second I thought this car was the Tartan Prancer 😭😭,@johnlepras-wq2dq,0,2024-04-15T08:27:33Z
"What a strange review , you got a second hand EV & didn’t know how to drive economically, even a new EV owner drives in eco mode & driving carefully does extend its battery massively, you do great reviews but this was so weird I thought it was a joke at first.",@thomasbroker69,0,2024-04-15T08:13:44Z
Imagine binning a car after 10 years because it is obsolete and useless...,@RiddlerG3,0,2024-04-15T08:07:44Z
"mostly made in China
the worst polluting country in the world
they do not work in the cold and if you run out of electricity you have NO car!
also ok it doesn't have a combustion engine
but battery damage is a thing and while your petrol engine may give out
it won't explode into flames when it does!
you do you
but I am not giving a billionaire money to remove my transport in the name of an ""environment"" they LET China destroy for us ALL while WE sit in the cold
wtf!
no electric is NOT the way!
neither is electric money!
why
we still use coal for electric and electric money can disappear with a click!
still a free world?",@Disinterested1,0,2024-04-15T08:06:18Z
"lol, I fill up a at around  50 miles….",@MinskUK,0,2024-04-15T07:51:38Z
"Dr. Joel Moskowitz, Director of the Center for Family and Community Health at the University of California Berkeley, shared that hybrid and electric cars may be cancer-causing as they emit increased levels of ELF.",@nobby91010,0,2024-04-15T07:50:17Z
"EMF radiation is a low form of energy released by any piece of technology with a plug or a battery that uses an electric current to function. Modern science has proven that extended exposure to these emissions cause adverse health effects.ELF radiation emits at a lower frequency than RF radiation, but both can cause biological effects in humans and the environment.

The closer you are to the transmitter or battery in an electronic device, the more you are exposed to this radiation, and the more at risk you are of developing adverse health effects.
WINDSCALE FUKUSHIMA DENIERS",@nobby91010,0,2024-04-15T07:49:23Z
So we are saving the world by selling disposable cars that no one would buy when they are sold as used so dealers parking lots will be full of this and the environment won’t be any better because it’s dirtier to keep making new Evs rather than burning fuel and driving our old faithful combustion engines which can be reused very well😂😂😂,@sroRAGE,0,2024-04-15T07:45:51Z
I had an electric and I've had many petrol and diesel cars and I will never buy electric again,@healthynutterclinic,1,2024-04-15T07:41:38Z
"6:05 There's plenty can and does go wrong. Suspension, wheel bearings, ball joints, rust, electrics, the drive unit, and of course, the battery.",@PaulAlford75,2,2024-04-15T07:40:23Z
"honestly.. 1500 quid for a little run-around electric car for the shops and such. Pretty good..  IF.. and only if, you have the charging at home and never have to deal with charging stations..  similar to why I wouldn't mind a little Renault twizzy, or that little electric Citroen",@PilotPhteven,1,2024-04-15T07:31:02Z
Can you tow an electric car or would you require a trailer.,@paulmorgan6269,0,2024-04-15T07:29:25Z
"These 2013 Leafs are still sold like gold in other regions. $12,000+.",@SparkMyke,0,2024-04-15T07:16:38Z
"Let's face it, their is NO REASALE value for a battery electric car, everyone knows overtime a battery degrades no matter if it is in a car a phone or a drill, EV's are truly rubbish and will NEVER be the way forward!!!",@kruger-3522,0,2024-04-15T07:09:36Z
"Reality is, and I've seen other drivers comments/reviews. EV's cost twice as much to run as a combustion vehicle and only go half the distance and make a journey twice as long through stopping to charge and waiting around 45 minutes.
In short. They are crap. The batteries need charging too often, the infrastructure is still not fully in place, and with the cost of electricity they are twice as expensive to run.",@jonos138,0,2024-04-15T07:03:33Z
Sounds and feels like the range is being displayed by a GOM (guess-o-meter),@jamesmcgee157,0,2024-04-15T06:55:52Z
You could by it without the battery and fit a diesel engine,@Gildermesh,0,2024-04-15T06:46:12Z
"""Impressed with this car"" Mmm, easily pleased. Bet he wouldn't buy it as his daily runner LOL",@user-or4hs7xq9u,0,2024-04-15T06:22:42Z
If an EV has a degraded battery 🔋 then it's not worth it at any price (other than scrap price),@user-or4hs7xq9u,0,2024-04-15T06:20:20Z
"Are used EVs a rip-off ? Sometimes
Are New EVs a rip-off ? Totally !",@jimmyhvy2277,0,2024-04-15T06:16:21Z
My daily commute is 32 miles. This car would be adequate for that. If I’m paying £100 a month for the battery I’d expect Nissan to replace the battery for free once its capacity dropped below an agreed %.,@user-jt1jv8vl9r,0,2024-04-15T06:16:01Z
The most unrealistic thing on this video is the fact RAC actually showed up within 12 hours!,@MrMainty1,715,2024-04-15T05:57:40Z
The Leafs in Canada are $5000cad for 60km of range 😭😭,@timvlogtv512,0,2024-04-15T05:15:44Z
Please try again with a quality EV from Tesla like a model S 10 years old with 300k km and a good battery Management and thermal system.   Everyone will be astonished of how much range is still left!,@teitpoulsen7183,0,2024-04-15T05:08:04Z
Electric cars are like playing musical chairs when the music stops and the battery dies you lose. I’ll pass on electric cars personally.,@556poor7,0,2024-04-15T04:32:50Z
I have exactly the same model. Have had it for 3 years. Use it for my commute to work 20km round trip. Only charge to 80%. Recharge 2x Week at home in the garage. Super comfortable to drive. Zero maintenance. We have another car for longer trips but mine is perfect.,@dayganeagar7749,86,2024-04-15T04:29:13Z
Used Leafs make excellent 2nd cars for local commuting or grocery getting. It would also be an excellent kids first car because it cant go very far and they dont need gas money all the time.,@maineiacman,0,2024-04-15T04:11:28Z
Hard pass for any sensible motorist.,@user-kh3nz9lb2k,0,2024-04-15T03:35:39Z
Hard to tell what country you filmed this in.  You are driving on the Left hand side of the road but keep talking about miles like you were in the US.  It would be nice to know if you can recharge the car by just towing it with all wheels on the ground and the brake on.,@jamestucker8088,0,2024-04-15T03:02:41Z
Guy states Ev and battery are from 2013..If so whats he moaning for... LOL.. Tony cuenca,@craphead9842,0,2024-04-15T02:49:51Z
I think I will stick with my 6.0L v8 for now ...,@cxv6367,0,2024-04-15T02:07:22Z
"20:35 “You’re just wasting battery telling me that”
- Jeremy Clarkson",@Pressbutan,0,2024-04-15T02:03:58Z
"It isn't a range meter. It is an inverse anxiety meter. 
Maximum anxiety ramps up as you approach zero. At zero, anxiety falls as you get certainty back. 
EVs are designed for masochists. Or you could save money and just nail your hand to a coffee table.",@stevenmitchell7830,0,2024-04-15T01:39:58Z
"We need non proprietary, open standards EV batteries, or even better, non proprietary open standard EV connectors and holders for batteries that could be placed in your trunk / trailer.",@luismovil5341,1,2024-04-15T01:30:37Z
What a bag of waste this car.,@0222tomi,0,2024-04-15T01:22:43Z
Soon most of ev would be same hahahaha 😂🎉😂,@bobbynator,0,2024-04-15T00:52:47Z
"That's the biggest problems with EVs. They never came with replaceable batteries, making them not very climate and recycling friendly.",@darkknight1193,0,2024-04-15T00:41:57Z
"Nissan batteries were absolute garbage when new and they died real quick.

Unlike any other electric car you’ll find.",@deleted.6743,0,2024-04-15T00:39:27Z
Is he serious trying to say electric is still the future. Completely delusional,@VtecLad,0,2024-04-15T00:11:41Z
what a pile of useless junk,@stanislavjohn6156,0,2024-04-14T23:52:44Z
"All a big con , hope it all falls flat on its face these electric cars",@MyPhilw,0,2024-04-14T23:51:12Z
"The key is research. You have to be educated on what you are buying.
I have a Leaf after doing my due diligence. It's not along range vehicle. Especially the older ones. I saw how how the batteries degraded quickly. The one I purchased had the lizard battery and at 34,000 miles was in reasonable condition. 
After 8 years of ownership the battery is degraded 25%. I can still get 50 miles out of it on a good day. It's something I knew when I bought it. It's great for local and some distance driving. Yes there is some inconvenience to it but I can tolerate it. The guess-o-meter isn't accurate. 
If your not up for the adventure, don't.",@lgrantnelson2863,0,2024-04-14T23:42:57Z
"Not really fair to buy a 2013 used one, of course after 10 years it won’t be at its peak. There’s people who buy 4yr old used electrics and do fine with them",@Declan_Mc04,0,2024-04-14T23:21:35Z
EVs are expensive disposable lighters. (Electric-Car-nage),@Lightning77305,0,2024-04-14T23:01:03Z
"Nissan-claimed range new was never 124 miles, more like 100 in 2013.",@ercost60,0,2024-04-14T22:52:30Z
60miles? And all night charge? 😂 mine 3mins fill up lasts 1200miles!,@chrisboro1204,0,2024-04-14T22:44:08Z
"60 miles is what that leaf range is.  My work van is a Ev Transit at a public charger its £44 to fully charge, i imagine the leaf will be between £35 and £40 to charge for 60 miles. Yeah internal combustion Suddenly becomes alot cheaper to run. Also my van does about 70 to 75 miles (loaded) for  £44  i wouldn't personally want an Ev as away from home they using public chargers they aren't cheap to run",@interceptor-ss8kb,0,2024-04-14T22:37:18Z
How is losing 30% of the battery a good thing? My petrol car hasn’t lost 30% of its petrol tank capacity.,@notmenotme614,19,2024-04-14T22:14:33Z
"I drove my petrol car to a shop earlier, it started first time and my car journey had no issues. I dropped my car off in the carpark and walked off. All very convenient… While in the same carpark there was a couple sat inside their EV waiting, both sat in silence glued to their own mobile phones,  waiting for their EV to recharge. 
I couldn’t imagine having to go out of your way, just to sit in a carpark for over 30 minutes, doing absolutely nothing. Every single journey.",@notmenotme614,7,2024-04-14T22:11:37Z
yeah but how it that a win  you won the no range competition  ?the scrap my heap ? or the sorry love we could have made it to hospital if we had a petrol car and i wasnt a dick?.....,@brownbag1465,0,2024-04-14T22:04:26Z
I have driven  a Nissan Leaf fully charged it claimed 67 miles . I own a Nissan Micra and it has returned 60 mpg .,@roberttaylor90y76,0,2024-04-14T22:03:22Z
"Cheapest EV I found when I was looking to buy a car 2 years ago was a 2012 Peugeot ION with 90k km for a bit over 5000€, a Nissan Leaf similiar to the one in the video starts out at 8500€. 
Most of the charging places I've seen in the city nearby would be around 15€ per charge - not taking the charge time into account - in the city. 
In my case sticking to my car would actually be a better financial solution, since each month I spend ~140€ on fuel, if I were to go to work with a Leaf I'd be spending over twice as much just to charge assuming that there is atleast 70 miles/110km range in the car, otherwise I'd be stopping on the road to charge.
Honestly, with charging costs like this I don't think an EV would be worth it over my Polo 4, and that's not taking into account the difference in purchase price between the 2 cars.",@IAmStillNotMatthew,0,2024-04-14T22:02:40Z
Not even 45k miles and it has a range of 50 miles? In what world is that acceptable? A £1200 Skoda fabia that’s been looked after would still give a range of 450 miles. Have we suddenly lowered what to expect from used cars?,@Olliebobalong,0,2024-04-14T21:58:42Z
The cheapes Nissan Leaf I could find in Germany is 5200€. How could you find one for 1500 GBP? 😮,@tobias6115,0,2024-04-14T21:55:32Z
"The final comment. ""Not much to go wrong"". Well... I have this very car with similar mileage. The PTC heaters in these cars are ticking time bombs. When the heater fails it damages the DC to DC junction box. Try driving this car in the winter without being able to defrost the windshield. I can wear a coat for warmth but I need to see the road. Fix the heater I hear you cry? Here in the states the repair bill for this problem is $7000. That's right I have the correct number of zeros or zeds as they like to say across the pond.",@i0am0not0a0number,0,2024-04-14T21:54:38Z
In 1975 I had a Fiat 128.  I could go 300 miles or more per tank of fuel. I paid $2000.00 for the car.   A much better value than your Nissan Leaf.,@bobd7384,0,2024-04-14T21:51:43Z
Why don't you use another electric char with bidirectional charging to charge the empty car?,@tobias6115,0,2024-04-14T21:46:27Z
Truly pathetic - only of use for those who never do any serious miles!,@robertp.wainman4094,1,2024-04-14T21:45:05Z
What a heap of shit !!! EV are sh!t get a petrol or diesel !!,@KaneCanning,0,2024-04-14T21:44:17Z
"Well mate this to me is a lot of crap as you obviously live where you have an off road charging ability, ahve enough time on your ands to stand around waiting for a charge, have a phone full of apps to get the car charged, and battery checked. Plus you seem to be really happy that this piece of Nissan nonsense (they used to be a great company) can get you a paltry 130 miles on one charge (a joke surely) and quite happy to fit a used battery if you want to - I suggest an extremely bad decision and mate you are going to save the planet to boot LOL!! What really struck me is that you are really happy too to sell ICE vehicles that is sick!! Get a life and  get back into real society where EV's are just not going to cut it. That fellow at the used and new battery facility is either completely psychologically compromised  or some sort of reckless twat  living and working in a space filled with some of the most dangerous and toxic materials known to man.",@johngoard8272,0,2024-04-14T21:35:42Z
"124 miles of range at new, battery tech has moved a lot in a decade. These were cr@p to start with, why would you possibly consider buying a 10 year old one?",@grumbo39,0,2024-04-14T21:17:49Z
"At 45K an ICE would probably be slightly more economical than when new as the engine would be nicely bedded in. The problem with older EV's is that if something does go wrong, it's likely to be a lot more expensive to fix than ICE. I'm yet to be convinced on their long-tern durability. As someone who's taken two cars to 250'000 miles and 20 years, would an ICE do that?",@alunjones2550,0,2024-04-14T21:17:33Z
"""electric cars will be more reliable, less to go wrong"" 

I'm not sure that's a universal experience.",@andrewblakesley4202,0,2024-04-14T20:55:44Z
EV's - just one of net-zero's many failures.,@johnwebster6360,0,2024-04-14T20:48:09Z
"The range learns on your driving style, had one at work that was ragged about as a shuttle, range always said 30-40 miles fully charged but if driven sensibly it would do double. 

Also, usual nissan window regulators😂",@markhouston3404,0,2024-04-14T20:45:34Z
"I have the earliest Nissan Leaf (2011) and the vehicle has been great for my particular use case of short trips only (ride motorcycle for long trips). In the 13 years of ownership so far I've spent about $1500 in total maintenance. The car's range at present is around 60-70 miles depending on how you drive it.  I've babied the battery (garaged, never leave it fully charge for more than a few hours, usually leave it around 50-80% SOC).  The only serious expense that cost me was last year replacing the coolant pump for the electric motor ($1100).  Other than that I've replaced the accessory battery 3 times, key fob battery 4 times, and one flat tire).  Best buy for me when I got it then getting a free home charger and $12.5k in subsidies off the list price.",@madmotorcyclist,1,2024-04-14T20:45:10Z
"I really enjoyed this video, if my Mom had a place to plug in she would have been quite happy with a car like this (although she would have wanted it in red!). For me it would be useless, and a new Leaf not much better as I have a 100 mile commute.

But! The Tesla Model 3 I bought new in December works VERY nicely. I plug it in every night and have around 250 miles of real world range on a full charge, even driving over 70MPH on the highway. Last month I took it on a 2,000 mile road trip from North Carolina to Florida and in a couple of months I'm taking it on a 5,000 mile road trip to Arizona. 

Gas cars are great, and I've got a Jeep XJ I've had for 27 years and am not giving up, but after living with an EV for a few months I'm sold on them.",@JeffDeWitt,0,2024-04-14T20:41:12Z
EV wouldn't even get me home from work....37 miles one way.,@joebloe9901,0,2024-04-14T20:41:09Z
Not worth the money although an excellent driving experience. Soaks up the charge with the heater on reducing range by 2/3 rds. Same applies when defrosting car even though it does it quicker than an ICE vehicle. Had mine for about 3months & had a home charger which i had to use too often for it to be economical.,@eljay5746,0,2024-04-14T20:29:45Z
"I already have Tinnitus, so this car would be perfect for me! 😂",@Deveerox,0,2024-04-14T20:19:55Z
We had one of these new back in the day. 80-90 miles is about what we actually got on the vehicle. In the US they were rated at 110 if memory serves.,@bradmathews,0,2024-04-14T20:06:07Z
"We bought a 2 year old second hand EV for just over half its new price, it is brilliant, a bargain!",@twogsds,0,2024-04-14T20:03:16Z
"Of course they picked the leaf, known as the only EV with high battery degradation.",@hkad6252,3,2024-04-14T19:58:18Z
For the school and supermarket runaround this is ideal for my family. We have a couple of cars and want to upgrade to nicer ones. Having an old ev like this to take some of the load off would be great.,@triggerking135,0,2024-04-14T19:56:06Z
Sorry. I'm sticking with dinosaur juice,@bigtrev998,0,2024-04-14T19:52:52Z
"44,000 miles, that's 4 years average mileage and a devalualtion of £27,000, and a range of 56 miles lol, you know it makes sense 😂",@britishdroneservices9355,0,2024-04-14T19:46:24Z
I'd like to know where Mr Watson purchased a Leaf for £1500? On Carwow it states 'from £5420' :-),@jimlea7935,0,2024-04-14T19:24:37Z
Lots of things can break on it and who’s going to to fix it,@MegaGolfer4,0,2024-04-14T19:08:19Z
New EVs are a ripoff! Forget used even if don’t mind being ripped off!!! Give your money to a worthy cause so it will help someone besides the scammers.,@rogerrocco5211,1,2024-04-14T18:44:50Z
"Hmmm... 2013 Leaf 25k new. Now does 60 miles in one session max and will cost £8k to improve the mileage. Its done 44k miles and is worth £1500 as it is next to useless. 
On the other hand you could have purchased a 2013 Focus ST for £22k - had a much nice car - driven 100k miles and sold for £6.5k - it will still drive as nearly far as when new and be nearly as fast, maybe it will do another 100k miles.

£3k saving on initial purchase - £5k extra value upon sale of vehicle = £8k in your pocket which is enough to do 44,000 miles during that time period. Leaf milage covered.
 
With the Leaf due yet to cover its manufacturing carbon footprint as it is already due to be scrapped assuming its using coal-generated electricity: we can calculate the total CO2 emissions from charging the Nissan Leaf 

34.6 kgCO2/charge * 642 charges = 22,207.2 kgCO2 = 22.2 metric tons of CO2 

The 2013 Ford Focus ST emits about 183g of CO2 per km123. If it has covered 44,000 miles, it would have emitted about 13 metric tons of CO2 from driving. however it is proven to live on much longer, with the miles being covered by the initial saving and residual value. I cannot see how the leaf was particularly green or saving the owner much cash.",@ru55ells,1,2024-04-14T18:39:46Z
"EV have POOR Resale
Buy n Throw Away, Not Actually Sustainable",@vincecarlo,2,2024-04-14T18:31:28Z
"After 10 yrs, ICE will NOT have LOST ANY Range",@vincecarlo,2,2024-04-14T18:16:00Z
Having an actual always-on Gage for battery degradation is probably not a good sign.,@johannesdolch,2,2024-04-14T18:06:13Z
"- I bought a Nissan Leaf - But was it a mistake? goes great alongside:
- I covered myself in Tuna and jumped into a Bear Enclosure - But was it a mistake?",@johannesdolch,2,2024-04-14T18:04:03Z
"Total rip-off from new, never mind second hand.",@AndrewAsbury-th2dl,1,2024-04-14T18:03:29Z
The only thing EV's are good for is the YouTubers who make video's about what crap vehicles they are. You have to be retired in order to spend the amount of time needed to use one!,@jimrichards3916,1,2024-04-14T17:59:00Z
why do yall drive only with your god dang fog lights oon that will drain your battery quicker and it does the same to a regular car!,@Andrew-the-car-guy,0,2024-04-14T17:58:47Z
Yes. Used evs are a complete and total rip off! Dont do it !,@user-ke7wd3cl9z,0,2024-04-14T17:33:01Z
utterley unusable for people like me that rely on being able to drive 500 miles in a day sometimes. Until the tech is improves significantly there is zero way I could buy one. i would prob have to recharge it 3 or 4 times.,@artful1967,0,2024-04-14T17:32:05Z
So have You set Your car to be charged when it's being towed ?,@ElitePhotobox,0,2024-04-14T17:31:45Z
This guy actually reviews cars and he don't even know that the mileage changes depending on your driving! When your on the motorway the miles predicted goes up same in a electric...,@patrickkelly3617,0,2024-04-14T17:30:27Z
"What a surprise, an ev battery behaves in the same way as a rechargeable phone, laptop or shaver battery...
Whodathunkit ?? 🤔 ??",@ccooper8785,0,2024-04-14T17:27:10Z
You call that a win?!! Not fit for purpose and pointless since any electric car now has to be driven by mostly fossil fuel powered electricity. And if everyone did it the lights would go out. Not practical or even possible.,@stevesmith3990,0,2024-04-14T17:15:55Z
"Just give me a fossil fuel car...and I'm a renewables freak.
The infrastructure in general isn't ready to run millions of these things.
These battery packs have changed cars in a consumable good, battery gone, car is worthless.",@mirola73,0,2024-04-14T17:13:55Z
"First thing.  Ignore the guessometer.  On early Leafs it was notoriously bad. and would drop quickly on moving and jump up when you lifted off.  That, the fact that technology has moved on in 11 years and the piss poor battery chemistry in early Leafs makes them poor value nowadays.",@cjmillsnun,0,2024-04-14T17:13:47Z
Landfill in 10 years. How environmental,@MrEtonmess,0,2024-04-14T17:08:51Z
The Nissan LEAF satnav tells you the distance to your destination as the crow flies. The actual road distance is displayed when you start driving or accept the route? I can't remember as it's years since I had my LEAF.,@davidg6370,2,2024-04-14T17:07:05Z
Don’t forget. 11 year old Japanese car are still honest giving 60.9 miles range as promised before starting journey,@samtalks9045,0,2024-04-14T17:05:41Z
"Didn't make it to destination, had to call for emergency help...a win for the leaf?...ok.",@born_again_torinos,0,2024-04-14T16:51:32Z
"We went into the hills in the south of France yesterday. No problem with an old volvo running on lpg.
When your electric car runs out of battery you'll have a big problem. Better stay home with that car. By the way the 20 year old volvo was only 3750€.",@yankees4551,0,2024-04-14T16:48:11Z
“Used EV” and they *always* show the worst EV for battery wear - the Nissan Leaf. No other car used that configuration and for good reason.,@martinbyrne5626,0,2024-04-14T16:47:56Z
Why buy an electric car that's over 10 years old..? I wouldn't..What can you expect...? Batteries age and become less efficient..,@maihindess1,0,2024-04-14T16:45:24Z
"I Love my Leaf!!! 2015 24kwh battery with 30k miles & only just lost one bar. It's the lizard pack from my understanding. Will eventually battery swap to 40kwh myself, but no rush. Covers all my needs! You gotta drive them often till you kinda ""Sense"" out the fun quirks. Lol! 

Oh, lastly I don't know if anyone has mentioned this already? But for maintenance; check the front strut towers! They hold water & rust out. Simply clean them up and pack them with grease and buy a well advertised cap for the leaf!!! It'll save you thousands 👍",@meganwinters5163,0,2024-04-14T16:44:22Z
Kudos. Still standing after 10 years. Seen Kill Switch. Great fx that looks great today. The FPV aspect is very good. Must have been quite hard to pitch this. Respect,@MrCristianTudor,1,2024-04-14T16:29:07Z
"TLDR: no, once you've read up a little on what to expect.

I just bought my third BMW i3, with the highest mileage so far. It did 150k km in 8 years and shows first signs of wear, brakes and suspension mostly. The battery says 97% state of health, so it will be something else to go wrong before the battery does. Get a car with active battery cooling and you'll largely be fine.",@AlbertLamarque,0,2024-04-14T16:27:34Z
"Matt
EVs are not good value when old!!!
Just x1 major electrical component fails then the car is a total write off 🙌🙌🙌😂",@H8XME,0,2024-04-14T16:23:25Z
"Obvious hatchet job, but funny nevertheless. Anyone buying one of these would need to get it carefully checked for battery health and set their expectations and price accordingly. There are loads of £1,500 petrol/diesel bangers out there that would be horrendous.😊",@ISuperTed,0,2024-04-14T16:18:14Z
60 miles range is way more than my second car is ever doing. Awesome.,@pascalbruyere7108,0,2024-04-14T16:12:51Z
Hybrids are better than any electric car,@DarkReaper-or9el,0,2024-04-14T16:01:42Z
"are all evs a rip off answer yes emmisions lie where does that electric come from,no2 weight of batteries ,and how much did it cost to mine ,ie lithium wasnt dug up by solar processed by hydro shipped across oceans by nuclear no not even close,huge carbon footprint keep your car for 5 years you have saved the planet,buy another you are the problem",@vinlemarechal8296,0,2024-04-14T16:00:38Z
You call that a 'win'!!!  Utterly useless in the real world.  Nothing but range stress even for commuters.  Utter brainwashed junk that is about the most non eco friendly vehicles on the planet.,@RogerC596,0,2024-04-14T15:54:49Z
The Leafs battery encryption was cracked allowing replacement to be easier.,@lukedavis436,0,2024-04-14T15:54:31Z
"He has creepily long nails 

Ick",@alfie217,0,2024-04-14T15:51:33Z
"The green e on folks are moving to electric bikes where the trips are short, school run shopping etc",@trevormatthews7981,0,2024-04-14T15:49:59Z
I'll swap a £300 1.9tdi instead thanks.,@PCXBGamer,0,2024-04-14T15:44:45Z
I think we need to stop doing these test to determine the range of evs. Out of the showroom they never get the range as promised by the manufacturers. Replacement batteries are the cost of new vehicles and they don't perform well in hot and cold weather.,@eulinpetit-woodyear6816,3,2024-04-14T15:22:12Z
"If you want a use EV avoid the Leaf, buy something with active battery thermal management.",@Steven-vo4ee,0,2024-04-14T15:21:34Z
is it an Alfa Romeo with Renault desing?,@rubendoblado8229,0,2024-04-14T15:17:40Z
Okay so what would your recommendation be if I want to get a second hand electric car that I’ll possibly use for 2-3 years… what’s the best option at the moment for this ?,@KarenDanielaHMora,0,2024-04-14T15:15:28Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:41Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
The risk here is fire as you can't just put water on a battery fire and then you. Have to think hybrid petrol risk and then you look at Luton airport fire fail,@Locatioman,0,2024-04-14T15:07:40Z
On what planet is a Nissan Leaf considered a decent car?,@andrewwilson3448,0,2024-04-14T15:02:01Z
Its not just the cost of the car its the leasing of the battery to ..= expensive.,@paul8161,0,2024-04-14T14:59:09Z
"The range changes with your speed, it consumes more battery when your going faster.",@DeGodOfTime,0,2024-04-14T14:55:39Z
You should off-road the leaf 🙂,@markiboiiii3001,0,2024-04-14T14:54:47Z
"You shouldn't go on the miles, use the % instead. Mileage guess o meter is computing from the previous journey..",@MikeGleesonazelectrics,0,2024-04-14T14:52:36Z
Bought a 2021 tesla m3 SR which had done 15k miles. Cost me 23k less than list price. Still does 230miles and home charger with octopus means it costs me more or less nothing. Im not paying a penny more on my direct debit. Win win 2nd have ev for me,@anarchism1,0,2024-04-14T14:51:29Z
"This car is 11 years old and reviewers are still spewing the idea that regen is more economical than coasting (purposely pressing the brake pedal to regen when they could just coast /build up speed downhill)

Reminds me of the journalist that said the Zoe didn't do his claimed range and had to drive on motorway constantly acellerating to 70mph and braking to 50 to ""regen enough range to make it home""",@cbflazaro,0,2024-04-14T14:46:23Z
Are there any straight guys doing auto videos these days?,@joefin5900,0,2024-04-14T14:45:04Z
how about adding a small generator to that EV ? that would charge the battery and provide electricity for the motors.,@PhantomWoIf,0,2024-04-14T14:35:19Z
I’d rather not waste £1500,@5593doug,0,2024-04-14T14:35:10Z
That car isn't with $500 much less $1500,@ScienceBitch123,0,2024-04-14T14:34:23Z
New ones are a world class ripoff; used ones are the punishment for even dumber choices.,@lordphullautosear,0,2024-04-14T14:32:21Z
Why are you driving round with the fog lights on?,@djbrushie,0,2024-04-14T14:28:31Z
I wouldn't drive the rubbish if it were free.,@claudiojunior9618,0,2024-04-14T14:24:47Z
Would much rather just thrash a 320d and still get 50mpg,@lolitapitpong3826,0,2024-04-14T14:14:08Z
"If you start the engine and rev it up, the electric windows will probably go up a bit quicker… oh….",@rx6180,0,2024-04-14T14:13:47Z
So on the highway it's probably  30 to 35 miles,@polska905,0,2024-04-14T14:13:16Z
"Good to see affordable EVs beginning to come through, but none yet meat my use cases. Quite looking forward to my first EV, but my 1990s diesels will stay along with the yet to be bought pre-86 car. I like the variety!",@A-Lovely-Bit-of-Kit,0,2024-04-14T14:08:39Z
"It may be a nice project with custom battery. Some people buy this and replace stock with upgraded 40-60kW cooled\heated batteries. 
Or even more - make a sleeper. Put there engine from EVO and rotate label on back for ""Emissions with Zeros"" )))",@Killert68i,1,2024-04-14T14:04:27Z
"Yes, you just love batteries powered cars, but cars EV sales have collapsed, people are not prepared to be ripped off, the range is awful, they are dangerous massive fire hazard, maintenance costs are huge. Bulk shipping car carriers are refusing to carry them, insurance companies are refusing insurers  for bulk carrier companies that carry ev cars. Ev cars are hugely polluting, involves stripe mining, child labour a lot cobalt comes the Conga. Massive deforestation ie Nickle, the CCP has just huge amount land in prime rain forests in Indonesia because of the Nickle deposit used in Ev car production . The chemical process to make the batteries is unbelievable dangerous to human health and the environment. Ev batteries can burn for months so are putting firefighters lives at risk. The ev is more than a gimmick to a make a few really rich .",@rodzacjisook,0,2024-04-14T14:03:13Z
